date,capacity,resistance,CCCT,SOH
2016/10/28 0:00,1.021634639,0.089876033,6017.750368,0.742671068
2016/10/29 0:00,1.013692987,0.093755119,6029.065612,0.75179775
2016/10/30 0:00,1.01405069,0.092305116,5871.91476,0.751753852
2016/10/31 0:00,1.007424739,0.092305116,5850.680032,0.742544308
2016/11/1 0:00,1.014495475,0.094648689,5853.492371,0.751769347
2016/11/2 0:00,1.021236116,0.090522178,5805.038971,0.742631195
2016/11/3 0:00,1.021451952,0.090603873,5914.607514,0.74265978
2016/11/4 0:00,1.021308149,0.089146867,5945.25112,0.742643085
2016/11/5 0:00,1.021086871,0.089794911,5950.267826,0.742676537
2016/11/6 0:00,1.020821496,0.090440623,5951.237698,0.742695051
2016/11/7 0:00,1.020985153,0.089146867,5952.316882,0.733537805
2016/11/8 0:00,1.020792862,0.089794911,5954.506129,0.733522861
2016/11/9 0:00,1.020496332,0.088416383,5959.116835,0.733526966
2016/11/10 0:00,1.019993246,0.089146867,5960.992807,0.733541
2016/11/11 0:00,1.015980809,0.089876033,5956.742932,0.733541358
2016/11/12 0:00,1.015687961,0.08898595,5952.258861,0.733524586
2016/11/13 0:00,1.015556833,0.08898595,5949.649775,0.733524614
2016/11/14 0:00,1.015508283,0.087526016,5947.634328,0.733551772
2016/11/15 0:00,1.015482734,0.089794911,5948.213296,0.73355216
2016/11/16 0:00,1.015929979,0.088336438,5948.354549,0.733564422
2016/11/17 0:00,1.019976881,0.089066342,5949.18365,0.733594449
2016/11/18 0:00,0.997404301,0.091578141,5963.499097,0.733432258
2016/11/19 0:00,0.998209455,0.092305116,5892.125757,0.733462557
2016/11/20 0:00,0.996540209,0.090849862,5758.854572,0.733444163
2016/11/21 0:00,0.996021494,0.093114808,5765.964251,0.742604555
2016/11/22 0:00,0.994604208,0.093198992,5742.838513,0.733401837
2016/11/23 0:00,1.004795305,0.090767719,5714.400234,0.733501048
2016/11/24 0:00,1.005341906,0.089146867,5768.484448,0.733522706
2016/11/25 0:00,0.989225445,0.090038702,5848.16055,0.733400388
2016/11/26 0:00,0.987830348,0.093114808,5819.911796,0.733380889
2016/11/27 0:00,0.995296661,0.093198992,5680.759231,0.733402007
2016/11/28 0:00,1.004763953,0.091412842,5750.338149,0.733526665
2016/11/29 0:00,1.004959506,0.089876033,5846.326987,0.724341423
2016/11/30 0:00,0.98880227,0.09238857,5844.519777,0.733417174
2016/12/1 0:00,0.994025599,0.091744043,5770.65251,0.733433787
2016/12/2 0:00,0.994377146,0.093114808,5685.322499,0.733436912
2016/12/3 0:00,0.993822862,0.093114808,5710.479831,0.733425958
2016/12/4 0:00,0.994604013,0.09238857,5710.573581,0.742598679
2016/12/5 0:00,1.0029174,0.090685725,5702.245335,0.733521361
2016/12/6 0:00,1.003949833,0.090767719,5764.564689,0.72435775
2016/12/7 0:00,0.989122408,0.091578141,5827.021256,0.733453619
2016/12/8 0:00,0.988369608,0.09328334,5803.66279,0.733433329
2016/12/9 0:00,0.987290123,0.093114808,5693.307966,0.724258125
2016/12/10 0:00,0.988344279,0.093839727,5719.823864,0.733429466
2016/12/11 0:00,0.996608939,0.092305116,5675.77759,0.733520581
2016/12/12 0:00,1.002802835,0.089957289,5679.948593,0.724310027
2016/12/13 0:00,1.003350892,0.090603873,5808.864203,0.724314822
2016/12/14 0:00,0.987069291,0.09238857,5836.024501,0.733396363
2016/12/15 0:00,0.988744929,0.092305116,5766.264956,0.733385771
2016/12/16 0:00,0.995114008,0.093839727,5681.620999,0.742635611
2016/12/17 0:00,1.003506223,0.089146867,5802.086335,0.724380972
2016/12/18 0:00,1.003696885,0.091330417,5867.121767,0.724387608
2016/12/19 0:00,1.003872604,0.090685725,5846.888201,0.724380177
2016/12/20 0:00,1.004058067,0.089794911,5851.389124,0.724407185
2016/12/21 0:00,1.004254427,0.089957289,5854.405925,0.724419578
2016/12/22 0:00,1.004406299,0.090603873,5858.812745,0.724416656
2016/12/23 0:00,1.005054048,0.089066342,5862.829043,0.724407854
2016/12/24 0:00,1.005266705,0.08898595,5868.408111,0.724428805
2016/12/25 0:00,1.005370895,0.089794911,5880.300879,0.724423078
2016/12/26 0:00,1.00539994,0.089066342,5883.254241,0.724401761
2016/12/27 0:00,1.005700273,0.088336438,5883.94204,0.724411064
2016/12/28 0:00,1.005801999,0.088336438,5886.239205,0.724419869
2016/12/29 0:00,1.005855574,0.08898595,5890.333426,0.724421452
2016/12/30 0:00,1.005880827,0.089876033,5892.505329,0.72440066
2016/12/31 0:00,1.00601995,0.08898595,5892.896585,0.724484761
2017/1/1 0:00,1.005986302,0.089876033,5896.600649,0.724474009
2017/1/2 0:00,1.005987602,0.088256642,5900.428757,0.724477313
2017/1/3 0:00,1.005969613,0.08898595,5899.819447,0.724480325
2017/1/4 0:00,0.996330957,0.090685725,5900.39788,0.724408653
2017/1/5 0:00,0.994821745,0.092305116,5892.288612,0.733555075
2017/1/6 0:00,0.994521028,0.093114808,5752.64083,0.733529165
2017/1/7 0:00,0.988384346,0.093114808,5750.766376,0.724286103
2017/1/8 0:00,0.987131133,0.092305116,5732.875848,0.733456622
2017/1/9 0:00,0.996188667,0.09294688,5694.248397,0.724337
2017/1/10 0:00,1.001626754,0.089876033,5679.700382,0.724375093
2017/1/11 0:00,0.997317645,0.091495417,5799.525303,0.724355735
2017/1/12 0:00,0.986896635,0.0939245,5825.638414,0.733447413
2017/1/13 0:00,1.02672174,0.093198992,5740.625619,0.74253773
2017/1/14 0:00,1.032906029,0.091495417,6134.931065,0.76093321
2017/1/15 0:00,1.034320311,0.090685725,5925.965099,0.75178516
2017/1/16 0:00,1.034823915,0.091330417,6003.175641,0.751815474
2017/1/17 0:00,1.034883664,0.089146867,6020.646171,0.751815567
2017/1/18 0:00,1.034729272,0.092138648,6029.272256,0.75184254
2017/1/19 0:00,1.034700333,0.089146867,6032.507701,0.751848959
2017/1/20 0:00,1.034815043,0.089876033,6035.461547,0.751863963
2017/1/21 0:00,1.034575276,0.090603873,6038.136795,0.751843234
2017/1/22 0:00,1.034186764,0.089876033,6042.979724,0.751842645
2017/1/23 0:00,1.033809756,0.087526016,6041.854835,0.751882468
2017/1/24 0:00,1.033089976,0.089066342,6041.027953,0.751865694
2017/1/25 0:00,1.032852285,0.090603873,6033.730943,0.751854585
2017/1/26 0:00,1.032568951,0.087526016,6025.480947,0.742683053
2017/1/27 0:00,1.032250894,0.091248132,6035.373609,0.742716556
2017/1/28 0:00,1.032131119,0.089876033,6024.88892,0.742695082
2017/1/29 0:00,1.031588573,0.088336438,6027.891628,0.742742538
2017/1/30 0:00,1.022828694,0.090685725,6043.564073,0.751787881
2017/1/31 0:00,1.0139823,0.093198992,6020.111119,0.751736247
2017/2/1 0:00,1.014445993,0.093114808,5858.611905,0.751753004
2017/2/2 0:00,1.013516961,0.095285662,5819.939618,0.751751947
2017/2/3 0:00,1.007194748,0.093198992,5834.768899,0.742556436
2017/2/4 0:00,1.015550963,0.092221804,5807.315214,0.742653809
2017/2/5 0:00,1.021081419,0.091495417,5792.377201,0.742678232
2017/2/6 0:00,1.015078869,0.091578141,5900.822809,0.733480167
2017/2/7 0:00,1.005128281,0.0939245,5919.434087,0.742563958
2017/2/8 0:00,1.004521569,0.095543891,5744.252635,0.742559588
2017/2/9 0:00,0.999107683,0.094009422,5772.096817,0.742564039
2017/2/10 0:00,0.997610954,0.094009422,5743.878817,0.742548874
2017/2/11 0:00,1.007006829,0.093114808,5715.42561,0.742652352
2017/2/12 0:00,1.00764634,0.091578141,5765.351438,0.742657027
2017/2/13 0:00,0.998219178,0.093198992,5833.525968,0.742538355
2017/2/14 0:00,0.995885437,0.094734199,5812.198675,0.742560691
2017/2/15 0:00,0.995310927,0.095543891,5687.487238,0.733384095
2017/2/16 0:00,0.989817508,0.09626662,5679.799982,0.733369094
2017/2/17 0:00,0.988537619,0.09490566,5655.034828,0.742523133
2017/2/18 0:00,0.997985701,0.094819844,5639.566173,0.742614396
2017/2/19 0:00,1.003679111,0.0939245,5670.816386,0.742634274
2017/2/20 0:00,0.996413427,0.091495417,5765.69638,0.724254533
2017/2/21 0:00,0.986898172,0.095371582,5785.526146,0.733399172
2017/2/22 0:00,0.987088478,0.096179813,5658.801318,0.742538084
2017/2/23 0:00,0.986731329,0.094734199,5604.566629,0.742542865
2017/2/24 0:00,0.986320118,0.094734199,5607.942779,0.733372206
2017/2/25 0:00,0.989053922,0.096353583,5601.176307,0.742612595
2017/2/26 0:00,0.995421823,0.09238857,5583.910174,0.742616003
2017/2/27 0:00,0.99569694,0.093198992,5702.367887,0.733454446
2017/2/28 0:00,0.979523569,0.095543891,5726.791227,0.733391551
2017/3/1 0:00,0.978796027,0.095543891,5662.366691,0.733412637
2017/3/2 0:00,0.988936765,0.096353583,5547.285557,0.751716466
2017/3/3 0:00,0.996628739,0.093198992,5519.53344,0.74261431
2017/3/4 0:00,0.996920455,0.09328334,5690.053807,0.733445252
2017/3/5 0:00,0.996858361,0.094009422,5732.289513,0.733448088
2017/3/6 0:00,0.996821732,0.0939245,5742.399743,0.733472523
2017/3/7 0:00,0.996884636,0.093755119,5746.525557,0.733469393
2017/3/8 0:00,0.996836194,0.092305116,5751.682596,0.733461981
2017/3/9 0:00,0.996811157,0.093030766,5757.996074,0.733492174
2017/3/10 0:00,0.996588764,0.091661021,5761.512133,0.733507528
2017/3/11 0:00,0.996391104,0.091578141,5761.840967,0.733518095
2017/3/12 0:00,0.996212768,0.092305116,5760.419481,0.733502522
2017/3/13 0:00,0.996031237,0.093114808,5760.841551,0.733521863
2017/3/14 0:00,0.995919111,0.091495417,5759.138836,0.73352273
2017/3/15 0:00,0.995840953,0.091578141,5757.638946,0.72434758
2017/3/16 0:00,0.99585357,0.092221804,5758.373892,0.724344695
2017/3/17 0:00,0.995717475,0.092305116,5760.7964,0.724356667
2017/3/18 0:00,0.995650216,0.093114808,5762.578245,0.724353524
2017/3/19 0:00,0.995422901,0.090685725,5764.219126,0.724308624
2017/3/20 0:00,0.978968293,0.094734199,5763.406879,0.724180657
2017/3/21 0:00,0.977751225,0.094819844,5680.400902,0.73333591
2017/3/22 0:00,0.977572073,0.095457658,5560.739545,0.733388712
2017/3/23 0:00,0.986315738,0.094009422,5505.146408,0.733442245
2017/3/24 0:00,0.987101794,0.091661021,5574.945162,0.73347711
2017/3/25 0:00,0.978350763,0.0939245,5666.620261,0.724249568
2017/3/26 0:00,0.970441705,0.0940945,5527.412501,0.724216444
2017/3/27 0:00,0.970365392,0.095716819,5497.193257,0.733387069
2017/3/28 0:00,0.969981068,0.096527979,5488.365301,0.73337336
2017/3/29 0:00,0.978424532,0.095543891,5495.287293,0.733435943
2017/3/30 0:00,0.979639316,0.095457658,5480.474627,0.733435752
2017/3/31 0:00,0.985294717,0.093198992,5612.182223,0.724330443
2017/4/1 0:00,0.968932705,0.097884543,5630.605082,0.724207046
2017/4/2 0:00,0.968343483,0.097251125,5563.741182,0.724222375
2017/4/3 0:00,0.968214288,0.097972974,5448.349014,0.724202725
2017/4/4 0:00,0.968504463,0.097251125,5455.772165,0.7242254
2017/4/5 0:00,0.968478617,0.097163275,5444.943279,0.724187694
2017/4/6 0:00,0.977820133,0.094009422,5450.38102,0.733447887
2017/4/7 0:00,0.978414496,0.092472181,5523.61824,0.724298718
2017/4/8 0:00,0.969279879,0.095630273,5595.77648,0.724210392
2017/4/9 0:00,0.962305415,0.097163275,5596.105991,0.724174231
2017/4/10 0:00,0.962519033,0.096440703,5456.208886,0.724222191
2017/4/11 0:00,0.961963037,0.095630273,5436.959605,0.724199824
2017/4/12 0:00,0.961012834,0.096527979,5434.959609,0.724198187
2017/4/13 0:00,0.970035237,0.095630273,5428.178577,0.733422221
2017/4/14 0:00,0.976620126,0.094009422,5403.506317,0.724293957
2017/4/15 0:00,0.97116094,0.094009422,5542.587598,0.724307561
2017/4/16 0:00,0.960203022,0.097163275,5573.307525,0.72419821
2017/4/17 0:00,0.960370891,0.097251125,5473.615962,0.724211575
2017/4/18 0:00,0.9625218,0.097796284,5390.334418,0.724179878
2017/4/19 0:00,0.961954966,0.097972974,5380.725223,0.733368845
2017/4/20 0:00,0.971186511,0.095630273,5416.177477,0.733432648
2017/4/21 0:00,0.976562259,0.094009422,5479.194561,0.724278824
2017/4/22 0:00,0.976611399,0.095543891,5548.149627,0.72426977
2017/4/23 0:00,0.976663422,0.09328334,5563.199573,0.724295468
2017/4/24 0:00,0.976685726,0.093198992,5568.650853,0.724288091
2017/4/25 0:00,0.977403679,0.092305116,5571.885659,0.724304818
2017/4/26 0:00,0.977598337,0.0939245,5585.964459,0.724318357
2017/4/27 0:00,0.977758575,0.091495417,5602.324724,0.724333518
2017/4/28 0:00,0.977844824,0.094648689,5609.200245,0.724327502
2017/4/29 0:00,0.977905972,0.093030766,5614.341836,0.724323881
2017/4/30 0:00,0.977996177,0.09456335,5618.685986,0.724348781
2017/5/1 0:00,0.978002101,0.09238857,5621.264342,0.724335273
2017/5/2 0:00,0.978086254,0.092221804,5624.608349,0.724316736
2017/5/3 0:00,0.978253092,0.092305116,5626.530843,0.724404695
2017/5/4 0:00,0.978530033,0.093114808,5631.062218,0.71527596
2017/5/5 0:00,0.978345954,0.091578141,5641.15658,0.715244581
2017/5/6 0:00,0.978335443,0.09238857,5640.907013,0.715244653
2017/5/7 0:00,0.968181861,0.095457658,5641.329386,0.715148234
2017/5/8 0:00,0.960875437,0.096353583,5642.048456,0.71511499
2017/5/9 0:00,0.96095834,0.095716819,5460.132083,0.724263028
2017/5/10 0:00,0.960850061,0.095716819,5431.522515,0.724291633
2017/5/11 0:00,0.960041545,0.096440703,5433.897365,0.715119225
2017/5/12 0:00,0.968387629,0.094819844,5427.366384,0.72434669
2017/5/13 0:00,0.970099277,0.094009422,5398.540526,0.724341941
2017/5/14 0:00,0.960681403,0.096353583,5561.16999,0.724281173
2017/5/15 0:00,0.959780085,0.097163275,5529.85608,0.715108934
2017/5/16 0:00,0.960119022,0.096440703,5411.585231,0.715051562
2017/5/17 0:00,0.959215271,0.095630273,5416.882923,0.715042737
2017/5/18 0:00,0.953110967,0.097251125,5402.632656,0.71503665
2017/5/19 0:00,0.968342289,0.095457658,5379.476976,0.724287859
2017/5/20 0:00,0.969640801,0.095543891,5416.274079,0.724309217
2017/5/21 0:00,0.962179864,0.0939245,5528.060523,0.705932556
2017/5/22 0:00,0.953404172,0.09626662,5555.46812,0.715054501
2017/5/23 0:00,0.959040336,0.09626662,5423.399408,0.715053013
2017/5/24 0:00,0.959370437,0.097075582,5386.070858,0.715063555
2017/5/25 0:00,0.959004486,0.097884543,5394.867723,0.715035007
2017/5/26 0:00,0.961072132,0.095630273,5394.070827,0.733376983
2017/5/27 0:00,0.968796069,0.093198992,5390.086543,0.724239729
2017/5/28 0:00,0.969519399,0.096093163,5503.888317,0.715101613
2017/5/29 0:00,0.959684994,0.094648689,5546.139946,0.714986178
2017/5/30 0:00,0.958761633,0.097163275,5501.342826,0.714982532
2017/5/31 0:00,0.95886018,0.096353583,5398.305489,0.714994326
2017/6/1 0:00,0.953386024,0.097075582,5389.38327,0.715045729
2017/6/2 0:00,0.952863292,0.096353583,5388.914672,0.724219188
2017/6/3 0:00,0.96035353,0.095630273,5373.492234,0.715132243
2017/6/4 0:00,0.95213652,0.096440703,5399.132942,0.72421631
2017/6/5 0:00,0.951568201,0.097884543,5379.023308,0.715004945
2017/6/6 0:00,0.959637435,0.096527979,5334.366778,0.724182948
2017/6/7 0:00,0.959228937,0.096440703,5313.383217,0.724208746
2017/6/8 0:00,0.953321749,0.097163275,5381.850857,0.724191875
2017/6/9 0:00,0.962193091,0.095630273,5358.881875,0.724272378
2017/6/10 0:00,0.967648058,0.094819844,5406.72678,0.724274023
2017/6/11 0:00,0.967903911,0.094819844,5478.760435,0.715141327
2017/6/12 0:00,0.968051353,0.096353583,5495.651945,0.715136207
2017/6/13 0:00,0.968137459,0.094819844,5505.323053,0.715137027
2017/6/14 0:00,0.968288035,0.094009422,5511.715729,0.715147121
2017/6/15 0:00,0.969355727,0.093114808,5521.826106,0.696779403
2017/6/16 0:00,0.971342812,0.0939245,5151.735321,0.724317732
2017/6/17 0:00,0.977409413,0.09238857,5551.528945,0.715159338
2017/6/18 0:00,0.977785319,0.093114808,5597.954643,0.724323859
2017/6/19 0:00,0.968992895,0.09328334,5610.939934,0.724268813
2017/6/20 0:00,0.9689239,0.093367837,5567.110551,0.724273531
2017/6/21 0:00,0.970171947,0.094734199,5500.355831,0.715098252
2017/6/22 0:00,0.971298716,0.0939245,5512.497345,0.715137777
2017/6/23 0:00,0.971200073,0.093198992,5552.216411,0.715143668
2017/6/24 0:00,0.977818072,0.09238857,5571.702488,0.72435613
2017/6/25 0:00,0.978210408,0.0939245,5587.016392,0.715184054
2017/6/26 0:00,0.971482177,0.0939245,5623.049561,0.705982557
2017/6/27 0:00,0.969555998,0.094009422,5630.990838,0.715122276
2017/6/28 0:00,0.969421372,0.095457658,5541.685807,0.715119297
2017/6/29 0:00,0.970751239,0.095457658,5521.434863,0.724316213
2017/6/30 0:00,0.970729155,0.094009422,5549.780434,0.724334243
2017/7/1 0:00,0.976093576,0.094734199,5563.812616,0.724338893
2017/7/2 0:00,0.977114195,0.093198992,5552.092994,0.724345324
2017/7/3 0:00,0.977256421,0.093198992,5593.771502,0.724364046
2017/7/4 0:00,0.968784477,0.094734199,5609.617224,0.715128814
2017/7/5 0:00,0.968666313,0.096900672,5568.662614,0.715122798
2017/7/6 0:00,0.968456726,0.09626662,5509.920691,0.715110753
2017/7/7 0:00,0.968143925,0.095630273,5514.671773,0.715119492
2017/7/8 0:00,0.962379706,0.096353583,5508.124585,0.715140652
2017/7/9 0:00,0.970012323,0.095630273,5494.374609,0.724342632
2017/7/10 0:00,0.970812542,0.094734199,5503.265563,0.715168847
2017/7/11 0:00,0.968812742,0.093114808,5567.054214,0.705994555
2017/7/12 0:00,0.961987919,0.09490566,5579.023963,0.715105307
2017/7/13 0:00,0.962446474,0.09490566,5497.203222,0.715108763
2017/7/14 0:00,0.967794013,0.094819844,5479.468322,0.715124284
2017/7/15 0:00,0.968273387,0.094819844,5496.312625,0.71513484
2017/7/16 0:00,0.968521446,0.09626662,5507.375308,0.715150023
2017/7/17 0:00,0.970255378,0.094819844,5507.907328,0.715167625
2017/7/18 0:00,0.970625839,0.0939245,5556.725625,0.715205447
2017/7/19 0:00,0.970774775,0.0939245,5579.649104,0.715210091
2017/7/20 0:00,0.970860755,0.095543891,5587.869072,0.715207843
2017/7/21 0:00,0.970855303,0.093030766,5593.557427,0.715223811
2017/7/22 0:00,0.975960525,0.094648689,5595.15441,0.706077253
2017/7/23 0:00,0.9761835,0.09456335,5598.808438,0.715236184
2017/7/24 0:00,0.97627421,0.093198992,5613.575596,0.715226966
2017/7/25 0:00,0.976273134,0.093198992,5618.076787,0.715236284
2017/7/26 0:00,0.976280534,0.093030766,5620.90536,0.715242334
2017/7/27 0:00,0.976072554,0.092305116,5623.07733,0.715243853
2017/7/28 0:00,0.976120538,0.09238857,5621.999223,0.715225494
2017/7/29 0:00,0.976021721,0.091661021,5623.483877,0.715251384
2017/7/30 0:00,0.976031684,0.093114808,5621.518105,0.715233434
2017/7/31 0:00,0.976049403,0.093114808,5621.562421,0.715244034
2017/8/1 0:00,0.97599306,0.09456335,5624.250521,0.715224541
2017/8/2 0:00,0.975807668,0.093114808,5623.985485,0.706073999
